OID_,GEOID,INTPTLAT,NAME,COALIT,INTPTLON,COUNT,SUM_SQ_FT
267,410510017041013,+45.5207840,MONTAVILLA,SEUL,-122.5797817,9.000000000000000,17020.000000000000000
268,410510004011017,+45.4875784,WOODSTOCK,SEUL,-122.6173018,27.000000000000000,37400.000000000000000
269,410510106022061,+45.5155443,PORTLAND DOWNTOWN,NWNW,-122.6811010,3.000000000000000,15425.000000000000000
270,410510004013010,+45.4816798,WOODSTOCK,SEUL,-122.6149266,10.000000000000000,15497.000000000000000
271,410510106022018,+45.5187235,PORTLAND DOWNTOWN,NWNW,-122.6758665,1.000000000000000,37504.000000000000000
272,410510081001026,+45.5293145,MONTAVILLA,SEUL,-122.5681369,19.000000000000000,23542.000000000000000
273,410510036024021,+45.5728985,WOODLAWN,NECN,-122.6450555,48.000000000000000,47103.000000000000000
274,410510033022008,+45.5539182,KING,NECN,-122.6590804,22.000000000000000,23512.000000000000000
275,410510050012012,+45.5278840,PEARL DISTRICT,NWNW,-122.6858515,5.000000000000000,71570.000000000000000
276,410510070011014,+45.5433490,NORTHWEST HEIGHTS,NWNW,-122.7798957,52.000000000000000,87266.000000000000000
277,410510003023009,+45.4669221,WOODSTOCK,SEUL,-122.6173628,36.000000000000000,49548.000000000000000
278,410510045002024,+45.5357323,NORTHWEST DISTRICT,NWNW,-122.7058383,14.000000000000000,34922.000000000000000
279,410510007023021,+45.4929967,FOSTER-POWELL,SEUL,-122.5947916,16.000000000000000,19224.000000000000000
280,410510052023003,+45.5219249,GOOSE HOLLOW,NWNW,-122.6960972,9.000000000000000,43129.000000000000000
281,410510051033003,+45.5288612,OLD TOWN,NWNW,-122.6747064,6.000000000000000,79476.000000000000000
282,410510004013055,+45.4766480,WOODSTOCK,SEUL,-122.6129205,9.000000000000000,13308.000000000000000
283,410510057022000,+45.5104328,PORTLAND DOWNTOWN,NWNW,-122.6712636,1.000000000000000,3680.000000000000000
284,410510003022028,+45.4754861,WOODSTOCK,SEUL,-122.6169760,27.000000000000000,29300.000000000000000
285,410510056022003,+45.5124817,PORTLAND DOWNTOWN,NWNW,-122.6839012,3.000000000000000,120040.000000000000000
286,410510017023016,+45.5200915,MONTAVILLA,SEUL,-122.5744613,28.000000000000000,40072.000000000000000
287,410510007024016,+45.4930057,FOSTER-POWELL,SEUL,-122.5965980,22.000000000000000,21231.000000000000000
288,410510070011040,+45.5345353,NORTHWEST HEIGHTS,NWNW,-122.7821107,26.000000000000000,71339.000000000000000
289,410510086002000,+45.4694030,BRENTWOOD-DARLINGTON,SEUL,-122.5800433,61.000000000000000,41536.000000000000000
290,410510047003012,+45.5238639,HILLSIDE/NORTHWEST DISTRICT,NWNW,-122.6991059,3.000000000000000,26361.000000000000000
291,410510023032023,+45.5289763,LLOYD,NECN,-122.6591415,1.000000000000000,34716.000000000000000
292,410510012023002,+45.5119738,HOSFORD-ABERNETHY,SEUL,-122.6482332,6.000000000000000,38505.000000000000000
293,410510036012004,+45.5777758,WOODLAWN,NECN,-122.6575985,13.000000000000000,85066.000000000000000
294,410510007013002,+45.5001623,SOUTH TABOR,SEUL,-122.5960981,45.000000000000000,48254.000000000000000
295,410510033011002,+45.5601562,VERNON,NECN,-122.6511661,78.000000000000000,87706.000000000000000
296,410510007023009,+45.4965828,FOSTER-POWELL,SEUL,-122.5960400,12.000000000000000,14316.000000000000000
297,410510032001018,+45.5596870,CONCORDIA,NECN,-122.6423905,20.000000000000000,30328.000000000000000
298,410510030001017,+45.5611136,CONCORDIA,NECN,-122.6229421,4.000000000000000,5679.000000000000000
299,410510004013050,+45.4773724,WOODSTOCK,SEUL,-122.6169724,5.000000000000000,7809.000000000000000
300,410510017022002,+45.5256086,MONTAVILLA,SEUL,-122.5698187,23.000000000000000,24063.000000000000000
301,410510016012016,+45.5111651,MONTAVILLA,SEUL,-122.5845023,16.000000000000000,22255.000000000000000
302,410510031001050,+45.5596626,CONCORDIA,NECN,-122.6361143,14.000000000000000,14478.000000000000000
303,410510003022032,+45.4736221,WOODSTOCK,SEUL,-122.6210408,25.000000000000000,40695.000000000000000
304,410510088001018,+45.4619031,BRENTWOOD-DARLINGTON,SEUL,-122.5960798,12.000000000000000,14399.000000000000000
305,410670301062007,+45.5328613,NORTHWEST HEIGHTS,NWNW,-122.7750070,10.000000000000000,25908.000000000000000
306,410510017032004,+45.5310562,MONTAVILLA,SEUL,-122.5834234,18.000000000000000,19504.000000000000000
307,410510007024028,+45.4912575,FOSTER-POWELL,SEUL,-122.5986709,15.000000000000000,18102.000000000000000
308,410510033011019,+45.5568287,KING,NECN,-122.6522068,18.000000000000000,19042.000000000000000
309,410510036032014,+45.5645004,CONCORDIA,NECN,-122.6260637,13.000000000000000,36750.000000000000000
310,410510031001059,+45.5596810,CONCORDIA,NECN,-122.6406730,14.000000000000000,14689.000000000000000
311,410510049021008,+45.5240097,NORTHWEST DISTRICT,NWNW,-122.6917932,18.000000000000000,81718.000000000000000
312,410510036023007,+45.5694623,WOODLAWN,NECN,-122.6450630,44.000000000000000,43114.000000000000000
313,410510030001002,+45.5620502,CONCORDIA,NECN,-122.6229388,30.000000000000000,30298.000000000000000
314,410510031002017,+45.5583630,CONCORDIA,NECN,-122.6396680,15.000000000000000,16877.000000000000000
315,410510087001020,+45.4698702,BRENTWOOD-DARLINGTON,SEUL,-122.5917858,24.000000000000000,33580.000000000000000
316,410510037022029,+45.5632998,KING,NECN,-122.6634227,10.000000000000000,14989.000000000000000
317,410510005021011,+45.4872642,FOSTER-POWELL,SEUL,-122.5814454,27.000000000000000,32626.000000000000000
318,410510033012015,+45.5559567,KING,NECN,-122.6610350,14.000000000000000,23111.000000000000000
319,410510016011021,+45.5162267,MONTAVILLA,SEUL,-122.5823565,12.000000000000000,14601.000000000000000
320,410510057023007,+45.5106303,PORTLAND DOWNTOWN,NWNW,-122.6769490,2.000000000000000,89576.000000000000000
321,410510049012007,+45.5318189,NORTHWEST DISTRICT,NWNW,-122.6948789,1.000000000000000,6639.000000000000000
322,410510012022025,+45.5052701,HOSFORD-ABERNETHY,SEUL,-122.6444655,6.000000000000000,18715.000000000000000
323,410510036022028,+45.5674827,CONCORDIA,NECN,-122.6410828,16.000000000000000,15572.000000000000000
324,410510036011001,+45.5674066,WOODLAWN,NECN,-122.6514866,34.000000000000000,42533.000000000000000
325,410510049021006,+45.5238885,NORTHWEST DISTRICT,NWNW,-122.6897630,4.000000000000000,33148.000000000000000
326,410510033022025,+45.5501410,KING,NECN,-122.6571615,22.000000000000000,24017.000000000000000
327,410510008024003,+45.4960927,CRESTON-KENILWORTH,SEUL,-122.6203187,27.000000000000000,56413.000000000000000
328,410510086002027,+45.4619279,BRENTWOOD-DARLINGTON,SEUL,-122.5849695,13.000000000000000,15501.000000000000000
329,410510003011001,+45.4892114,WOODSTOCK,SEUL,-122.6222931,28.000000000000000,60088.000000000000000
330,410510036012011,+45.5775559,WOODLAWN,NECN,-122.6526391,4.000000000000000,38244.000000000000000
331,410510007023032,+45.4904396,FOSTER-POWELL,SEUL,-122.5927555,27.000000000000000,23750.000000000000000
332,410510033021015,+45.5514139,SABIN,NECN,-122.6532469,29.000000000000000,31006.000000000000000
333,410510033011018,+45.5568324,KING,NECN,-122.6531838,16.000000000000000,17367.000000000000000
334,410510036012026,+45.5758940,WOODLAWN,NECN,-122.6509005,14.000000000000000,20223.000000000000000
335,410510017021020,+45.5298217,MONTAVILLA,SEUL,-122.5749657,34.000000000000000,39663.000000000000000
336,410510004023001,+45.4807273,WOODSTOCK,SEUL,-122.6034531,18.000000000000000,17787.000000000000000
337,410510036031005,+45.5696591,CONCORDIA,NECN,-122.6226186,12.000000000000000,35120.000000000000000
338,410510012041015,+45.5160770,SUNNYSIDE,SEUL,-122.6365955,10.000000000000000,14650.000000000000000
339,410510009022004,+45.4940667,CRESTON-KENILWORTH,SEUL,-122.6322236,23.000000000000000,30967.000000000000000
340,410510070011001,+45.5496909,NORTHWEST HEIGHTS,NWNW,-122.7735483,36.000000000000000,126282.000000000000000
341,410510032003014,+45.5537850,SABIN,NECN,-122.6433453,19.000000000000000,17906.000000000000000
342,410510032002009,+45.5570349,SABIN,NECN,-122.6492418,24.000000000000000,27885.000000000000000
343,410510008021001,+45.4971448,FOSTER-POWELL,SEUL,-122.6058130,16.000000000000000,28561.000000000000000
344,410510004021012,+45.4884915,WOODSTOCK,SEUL,-122.6064420,80.000000000000000,87112.000000000000000
345,410510045001036,+45.5372557,NORTHWEST DISTRICT,NWNW,-122.6998999,3.000000000000000,55028.000000000000000
346,410510048002004,+45.5240219,NORTHWEST DISTRICT,NWNW,-122.6928071,5.000000000000000,104008.000000000000000
347,410510017023024,+45.5208063,MONTAVILLA,SEUL,-122.5707289,14.000000000000000,14349.000000000000000
348,410510023032002,+45.5311479,LLOYD,NECN,-122.6601442,1.000000000000000,17731.000000000000000
349,410510056021001,+45.5106015,PORTLAND DOWNTOWN,NWNW,-122.6826123,1.000000000000000,40041.000000000000000
350,410510106021044,+45.5200565,PORTLAND DOWNTOWN,NWNW,-122.6751450,5.000000000000000,35972.000000000000000
351,410510017021010,+45.5302029,MONTAVILLA,SEUL,-122.5677627,5.000000000000000,9327.000000000000000
352,410510057022002,+45.5088869,PORTLAND DOWNTOWN,NWNW,-122.6741813,2.000000000000000,74024.000000000000000
353,410510036032024,+45.5633105,CONCORDIA,NECN,-122.6281197,11.000000000000000,24999.000000000000000
354,410510023032000,+45.5307696,LLOYD,NECN,-122.6576059,4.000000000000000,112497.000000000000000
355,410510031001042,+45.5596619,CONCORDIA,NECN,-122.6319791,13.000000000000000,11904.000000000000000
356,410510017031016,+45.5322064,MONTAVILLA,SEUL,-122.5843681,23.000000000000000,24843.000000000000000
357,410510004023002,+45.4807305,WOODSTOCK,SEUL,-122.6060295,20.000000000000000,19408.000000000000000
358,410510036022007,+45.5698125,CONCORDIA,NECN,-122.6416165,13.000000000000000,13527.000000000000000
359,410510036024016,+45.5711880,CONCORDIA,NECN,-122.6394712,13.000000000000000,14707.000000000000000
360,410510004022005,+45.4848408,WOODSTOCK,SEUL,-122.6059758,13.000000000000000,18873.000000000000000
361,410510009014013,+45.5029995,RICHMOND,SEUL,-122.6340805,17.000000000000000,21062.000000000000000
362,410510051024002,+45.5262135,PEARL DISTRICT,NWNW,-122.6796973,6.000000000000000,21720.000000000000000
363,410510004014005,+45.4861784,WOODSTOCK,SEUL,-122.6200551,11.000000000000000,19200.000000000000000
364,410510023033048,+45.5318667,LLOYD,NECN,-122.6611562,1.000000000000000,25247.000000000000000
365,410510050021011,+45.5267727,NORTHWEST DISTRICT,NWNW,-122.6878359,3.000000000000000,27173.000000000000000
366,410510051012003,+45.5332683,PEARL DISTRICT,NWNW,-122.6840261,1.000000000000000,40008.000000000000000
367,410510055003002,+45.5158078,GOOSE HOLLOW,NWNW,-122.6960145,1.000000000000000,1198.000000000000000
368,410510106012020,+45.5184776,PORTLAND DOWNTOWN,NWNW,-122.6835105,3.000000000000000,30599.000000000000000
369,410510051032003,+45.5260120,OLD TOWN,NWNW,-122.6713882,1.000000000000000,306.000000000000000
370,410510008021006,+45.4964690,FOSTER-POWELL,SEUL,-122.6058100,29.000000000000000,40209.000000000000000
371,410510070022036,+45.5484388,NORTHWEST HEIGHTS,NWNW,-122.7810130,1.000000000000000,174.000000000000000
372,410510004013035,+45.4780742,WOODSTOCK,SEUL,-122.6129144,7.000000000000000,7509.000000000000000
373,410510017032022,+45.5274060,MONTAVILLA,SEUL,-122.5796345,24.000000000000000,46725.000000000000000
374,410510004021013,+45.4872819,WOODSTOCK,SEUL,-122.6064132,82.000000000000000,104093.000000000000000
375,410510036021058,+45.5635811,CONCORDIA,NECN,-122.6325264,20.000000000000000,19818.000000000000000
376,410510003022044,+45.4700743,WOODSTOCK,SEUL,-122.6175528,25.000000000000000,54967.000000000000000
377,410510009021006,+45.4944145,CRESTON-KENILWORTH,SEUL,-122.6256472,29.000000000000000,31792.000000000000000
378,410510016011013,+45.5172949,MONTAVILLA,SEUL,-122.5808768,18.000000000000000,16392.000000000000000
379,410510009023002,+45.4954160,CRESTON-KENILWORTH,SEUL,-122.6381210,17.000000000000000,22102.000000000000000
380,410510050022028,+45.5324813,NORTHWEST DISTRICT,NWNW,-122.6880572,2.000000000000000,35331.000000000000000
381,410510003022030,+45.4729218,WOODSTOCK,SEUL,-122.6184883,20.000000000000000,26748.000000000000000
382,410510004013007,+45.4816938,WOODSTOCK,SEUL,-122.6179676,9.000000000000000,11680.000000000000000
383,410510014005005,+45.5077982,RICHMOND,SEUL,-122.6197315,12.000000000000000,18012.000000000000000
384,410510034011005,+45.5621771,KING,NECN,-122.6645078,7.000000000000000,9937.000000000000000
385,410510007024030,+45.4920974,FOSTER-POWELL,SEUL,-122.6005531,27.000000000000000,30173.000000000000000
386,410510017033005,+45.5287548,MONTAVILLA,SEUL,-122.5929232,18.000000000000000,22393.000000000000000
387,410510004022013,+45.4840595,WOODSTOCK,SEUL,-122.6059868,13.000000000000000,16164.000000000000000
388,410510088002001,+45.4663277,BRENTWOOD-DARLINGTON,SEUL,-122.5986840,109.000000000000000,124621.000000000000000
389,410510009023009,+45.4940731,CRESTON-KENILWORTH,SEUL,-122.6351481,24.000000000000000,34793.000000000000000
390,410510037022003,+45.5657785,KING,NECN,-122.6634025,13.000000000000000,15562.000000000000000
391,410510056021010,+45.5076763,PORTLAND DOWNTOWN,NWNW,-122.6824948,2.000000000000000,30166.000000000000000
392,410510007021009,+45.4920504,FOSTER-POWELL,SEUL,-122.5817684,65.000000000000000,90932.000000000000000
393,410510088001005,+45.4668129,BRENTWOOD-DARLINGTON,SEUL,-122.5946663,8.000000000000000,9603.000000000000000
394,410050210002003,+45.4612365,ARDENWALD-JOHNSON CREEK,SEUL,-122.6141050,1.000000000000000,44110.000000000000000
395,410510033021005,+45.5539044,SABIN,NECN,-122.6551773,21.000000000000000,24648.000000000000000
396,410510051022000,+45.5293858,PEARL DISTRICT,NWNW,-122.6818484,3.000000000000000,34135.000000000000000
397,410510016023010,+45.5060776,MONTAVILLA,SEUL,-122.5761143,46.000000000000000,54415.000000000000000
398,410510005021023,+45.4842008,FOSTER-POWELL,SEUL,-122.5815350,8.000000000000000,19879.000000000000000
399,410510008021015,+45.4950066,FOSTER-POWELL,SEUL,-122.6026693,26.000000000000000,24020.000000000000000
400,410510070012002,+45.5407043,NORTHWEST HEIGHTS,NWNW,-122.7790398,3.000000000000000,5564.000000000000000
401,410510017034014,+45.5322075,MONTAVILLA,SEUL,-122.5903369,26.000000000000000,25546.000000000000000
402,410510031002035,+45.5569732,CONCORDIA,NECN,-122.6330380,21.000000000000000,17343.000000000000000
403,410510052013008,+45.5210268,GOOSE HOLLOW,NWNW,-122.6901754,5.000000000000000,39624.000000000000000
404,410510030001011,+45.5605740,CONCORDIA,NECN,-122.6291411,29.000000000000000,28315.000000000000000
405,410510005021004,+45.4876838,FOSTER-POWELL,SEUL,-122.5832061,37.000000000000000,109333.000000000000000
406,410510033022011,+45.5539072,KING,NECN,-122.6561524,25.000000000000000,22844.000000000000000
407,410510036022031,+45.5665605,CONCORDIA,NECN,-122.6418833,8.000000000000000,6584.000000000000000
408,410510050012025,+45.5254059,PEARL DISTRICT,NWNW,-122.6847457,2.000000000000000,38788.000000000000000
409,410510016011022,+45.5162249,MONTAVILLA,SEUL,-122.5842484,16.000000000000000,14699.000000000000000
410,410510056013009,+45.5136662,PORTLAND DOWNTOWN,NWNW,-122.6797779,1.000000000000000,39855.000000000000000
411,410510033012020,+45.5568467,KING,NECN,-122.6570932,10.000000000000000,20326.000000000000000
412,410510057023002,+45.5128652,PORTLAND DOWNTOWN,NWNW,-122.6767857,2.000000000000000,21619.000000000000000
413,410510005025019,+45.4863346,FOSTER-POWELL,SEUL,-122.5878734,9.000000000000000,14707.000000000000000
414,410510017042014,+45.5238863,MONTAVILLA,SEUL,-122.5893911,33.000000000000000,32303.000000000000000
415,410510088001016,+45.4627830,BRENTWOOD-DARLINGTON,SEUL,-122.5950397,8.000000000000000,15546.000000000000000
416,410510031001057,+45.5596775,CONCORDIA,NECN,-122.6396576,12.000000000000000,12653.000000000000000
417,410510051031001,+45.5262591,OLD TOWN,NWNW,-122.6770454,3.000000000000000,37810.000000000000000
418,410510070011034,+45.5360965,NORTHWEST HEIGHTS,NWNW,-122.7764448,5.000000000000000,22800.000000000000000
419,410510052023001,+45.5229437,GOOSE HOLLOW,NWNW,-122.6975158,6.000000000000000,26170.000000000000000
420,410510014002022,+45.5124584,SUNNYSIDE,SEUL,-122.6208564,22.000000000000000,29673.000000000000000
421,410510036012028,+45.5726495,WOODLAWN,NECN,-122.6576359,7.000000000000000,59165.000000000000000
422,410510007022016,+45.4920404,FOSTER-POWELL,SEUL,-122.5863766,55.000000000000000,70857.000000000000000
423,410510045001050,+45.5382390,NORTHWEST DISTRICT,NWNW,-122.6873014,30.000000000000000,147085.000000000000000
424,410510088003004,+45.4669003,BRENTWOOD-DARLINGTON,SEUL,-122.6060642,27.000000000000000,29370.000000000000000
425,410510052013017,+45.5188494,GOOSE HOLLOW,NWNW,-122.6899245,14.000000000000000,146222.000000000000000
426,410510050022008,+45.5345148,NORTHWEST DISTRICT,NWNW,-122.6937072,1.000000000000000,85723.000000000000000
427,410510033021009,+45.5537449,SABIN,NECN,-122.6510587,25.000000000000000,30342.000000000000000
428,410510033021021,+45.5501253,SABIN,NECN,-122.6510867,37.000000000000000,34425.000000000000000
429,410510032004011,+45.5488562,SABIN,NECN,-122.6498841,20.000000000000000,29518.000000000000000
430,410510016022000,+45.5114213,MONTAVILLA,SEUL,-122.5660310,82.000000000000000,116382.000000000000000
431,410510036013001,+45.5712028,WOODLAWN,NECN,-122.6524416,17.000000000000000,18720.000000000000000
432,410510032002010,+45.5570312,SABIN,NECN,-122.6482659,22.000000000000000,24860.000000000000000
433,410510046011017,+45.5261752,HILLSIDE/NORTHWEST DISTRICT,NWNW,-122.7030999,56.000000000000000,163335.000000000000000
434,410510007023018,+45.4947583,FOSTER-POWELL,SEUL,-122.5919582,19.000000000000000,18729.000000000000000
435,410510036032004,+45.5672928,CONCORDIA,NECN,-122.6260681,29.000000000000000,32523.000000000000000
436,410510087002019,+45.4707066,BRENTWOOD-DARLINGTON,SEUL,-122.5988548,11.000000000000000,14325.000000000000000
437,410510033022022,+45.5514252,KING,NECN,-122.6571496,25.000000000000000,27974.000000000000000
438,410510008014019,+45.5015814,RICHMOND,SEUL,-122.6208226,39.000000000000000,58183.000000000000000
439,410510034011023,+45.5610575,KING,NECN,-122.6617819,3.000000000000000,28253.000000000000000
440,410510023032026,+45.5282690,LLOYD,NECN,-122.6578290,1.000000000000000,67069.000000000000000
441,410510048001001,+45.5294890,NORTHWEST DISTRICT,NWNW,-122.6955546,5.000000000000000,32406.000000000000000
442,410510051011000,+45.5318721,PEARL DISTRICT,NWNW,-122.6819430,1.000000000000000,40322.000000000000000
